month,region,district,industry,age_group,payment_amount,transaction_count,avg_ticket,event_participation,revisit_rate,merchant_count
2025-04,광주 북구,두암동,생활용품,30대,920550,40,23013,미참여,0.354,7
2025-04,광주 북구,두암동,생활용품,40대,440869,21,20993,미참여,0.399,30
2025-04,광주 북구,두암동,생활용품,50대,656682,28,23452,미참여,0.455,19
2025-04,광주 북구,두암동,생활용품,60대 이상,1000253,37,27033,미참여,0.442,25
2025-04,광주 북구,두암동,의류/잡화,20대,589602,19,31031,미참여,0.287,21
2025-04,광주 북구,두암동,의류/잡화,30대,713532,18,39640,미참여,0.365,31
2025-04,광주 북구,두암동,의류/잡화,40대,722020,21,34381,미참여,0.429,11
2025-04,광주 북구,두암동,의류/잡화,50대,633235,16,39577,미참여,0.339,14
2025-04,광주 북구,두암동,의류/잡화,60대 이상,760249,21,36202,미참여,0.399,24
2025-04,광주 북구,두암동,미용/생활서비스,20대,694660,19,36561,미참여,0.352,7
2025-04,광주 북구,두암동,미용/생활서비스,30대,634187,22,28826,미참여,0.332,23
2025-04,광주 북구,두암동,미용/생활서비스,40대,898568,24,37440,미참여,0.396,13
2025-04,광주 북구,두암동,미용/생활서비스,50대,618398,22,28109,미참여,0.284,11
2025-04,광주 북구,두암동,미용/생활서비스,60대 이상,511243,18,28402,미참여,0.182,12
2025-04,광주 북구,두암동,교육/학원,20대,2119607,21,100933,미참여,0.472,21
2025-04,광주 북구,두암동,교육/학원,30대,2342558,24,97606,미참여,0.407,13
2025-04,광주 북구,두암동,교육/학원,40대,1657912,17,97524,미참여,0.378,23
2025-04,광주 북구,두암동,교육/학원,50대,2103095,20,105154,미참여,0.368,11
2025-04,광주 북구,두암동,교육/학원,60대 이상,1472347,17,86608,미참여,0.416,14
2025-04,광주 북구,두암동,병원/약국,20대,445629,21,21220,미참여,0.297,15
2025-04,광주 북구,두암동,병원/약국,30대,599929,26,23074,미참여,0.433,17
2025-04,광주 북구,두암동,병원/약국,40대,907414,32,28356,미참여,0.379,24
2025-04,광주 북구,두암동,병원/약국,50대,1067403,37,28848,미참여,0.431,18
2025-04,광주 북구,두암동,병원/약국,60대 이상,569916,25,22796,미참여,0.365,24
2025-04,광주 북구,두암동,편의점/마트,20대,608324,46,13224,미참여,0.417,10
2025-04,광주 북구,두암동,편의점/마트,30대,312590,21,14885,미참여,0.368,5
2025-04,광주 북구,두암동,편의점/마트,40대,196532,18,10918,미참여,0.362,22
2025-04,광주 북구,두암동,편의점/마트,50대,233697,19,12299,미참여,0.381,19
2025-04,광주 북구,두암동,편의점/마트,60대 이상,218896,18,12160,미참여,0.298,25
2025-04,광주 동구,충장동,한식/분식,20대,604652,47,12864,미참여,0.398,6
2025-04,광주 동구,충장동,한식/분식,30대,599218,37,16195,미참여,0.52,40
2025-04,광주 동구,충장동,한식/분식,40대,470363,31,15173,미참여,0.427,30
2025-04,광주 동구,충장동,한식/분식,50대,702456,51,13773,미참여,0.649,11
2025-04,광주 동구,충장동,한식/분식,60대 이상,732725,43,17040,미참여,0.449,23
2025-04,광주 동구,충장동,카페/디저트,20대,334780,47,7122,미참여,0.283,10
2025-04,광주 동구,충장동,카페/디저트,30대,287784,32,8993,미참여,0.418,20
2025-04,광주 동구,충장동,카페/디저트,40대,236649,25,9465,미참여,0.395,23
2025-04,광주 동구,충장동,카페/디저트,50대,321927,32,10060,미참여,0.376,21
2025-04,광주 동구,충장동,카페/디저트,60대 이상,281019,38,7395,미참여,0.378,27
2025-04,광주 동구,충장동,신선식품,20대,899921,27,33330,미참여,0.344,20
2025-04,광주 동구,충장동,신선식품,30대,796926,31,25707,미참여,0.301,37
2025-04,광주 동구,충장동,신선식품,40대,1330885,42,31687,미참여,0.507,15
2025-04,광주 동구,충장동,신선식품,50대,976080,41,23806,미참여,0.449,19
2025-04,광주 동구,충장동,신선식품,60대 이상,995316,32,31103,미참여,0.35,16
2025-04,광주 동구,충장동,생활용품,20대,700139,30,23337,미참여,0.283,12
2025-04,광주 동구,충장동,생활용품,30대,533024,26,20500,미참여,0.32,28
2025-04,광주 동구,충장동,생활용품,40대,498935,25,19957,미참여,0.424,24
2025-04,광주 동구,충장동,생활용품,50대,467187,22,21235,미참여,0.261,16
2025-04,광주 동구,충장동,생활용품,60대 이상,646157,24,26923,미참여,0.468,10
2025-04,광주 동구,충장동,의류/잡화,20대,536024,18,29779,미참여,0.358,28
2025-04,광주 동구,충장동,의류/잡화,30대,1060775,30,35359,미참여,0.4,37
2025-04,광주 동구,충장동,의류/잡화,40대,1237485,36,34374,미참여,0.354,10
2025-04,광주 동구,충장동,의류/잡화,50대,709286,20,35464,미참여,0.198,15
2025-04,광주 동구,충장동,의류/잡화,60대 이상,945097,22,42958,미참여,0.367,22
2025-04,광주 동구,충장동,미용/생활서비스,20대,729866,20,36493,미참여,0.444,20
2025-04,광주 동구,충장동,미용/생활서비스,30대,610706,22,27759,미참여,0.264,16
2025-04,광주 동구,충장동,미용/생활서비스,40대,466678,15,31111,미참여,0.522,11
2025-04,광주 동구,충장동,미용/생활서비스,50대,893341,25,35733,미참여,0.493,18
2025-04,광주 동구,충장동,미용/생활서비스,60대 이상,906088,25,36243,미참여,0.41,23
2025-04,광주 동구,충장동,교육/학원,20대,1137630,14,81259,미참여,0.447,29
2025-04,광주 동구,충장동,교육/학원,30대,1554554,20,77727,미참여,0.197,25
2025-04,광주 동구,충장동,교육/학원,40대,1391427,19,73233,미참여,0.353,18
2025-04,광주 동구,충장동,교육/학원,50대,1533124,18,85173,미참여,0.3,2
2025-04,광주 동구,충장동,교육/학원,60대 이상,1614464,16,100904,미참여,0.381,26
2025-04,광주 동구,충장동,병원/약국,20대,1046002,45,23244,미참여,0.412,8
2025-04,광주 동구,충장동,병원/약국,30대,552972,21,26332,미참여,0.404,31
2025-04,광주 동구,충장동,병원/약국,40대,463128,16,28945,미참여,0.514,19
2025-04,광주 동구,충장동,병원/약국,50대,642741,28,22955,미참여,0.266,13
2025-04,광주 동구,충장동,병원/약국,60대 이상,792688,32,24771,미참여,0.257,19
2025-04,광주 동구,충장동,편의점/마트,20대,377768,26,14529,미참여,0.407,7
2025-04,광주 동구,충장동,편의점/마트,30대,240487,23,10455,미참여,0.462,30
2025-04,광주 동구,충장동,편의점/마트,40대,614743,41,14993,미참여,0.458,27
2025-04,광주 동구,충장동,편의점/마트,50대,373246,25,14929,미참여,0.275,20
2025-04,광주 동구,충장동,편의점/마트,60대 이상,253391,23,11017,미참여,0.566,15
2025-04,광주 동구,동명동,한식/분식,20대,499539,30,16651,미참여,0.314,30
2025-04,광주 동구,동명동,한식/분식,30대,705639,49,14400,미참여,0.335,26
2025-04,광주 동구,동명동,한식/분식,40대,638151,42,15194,미참여,0.48,16
2025-04,광주 동구,동명동,한식/분식,50대,545797,35,15594,미참여,0.417,39
2025-04,광주 동구,동명동,한식/분식,60대 이상,885580,50,17711,미참여,0.628,29
2025-04,광주 동구,동명동,카페/디저트,20대,619587,69,8979,미참여,0.314,32
2025-04,광주 동구,동명동,카페/디저트,30대,211670,26,8141,미참여,0.325,19
2025-04,광주 동구,동명동,카페/디저트,40대,327095,32,10221,미참여,0.255,3
2025-04,광주 동구,동명동,카페/디저트,50대,257541,31,8307,미참여,0.392,20
2025-04,광주 동구,동명동,카페/디저트,60대 이상,322854,34,9495,미참여,0.234,27
2025-04,광주 동구,동명동,신선식품,20대,1303001,43,30302,미참여,0.514,14
2025-04,광주 동구,동명동,신선식품,30대,1148318,43,26705,미참여,0.463,29
2025-04,광주 동구,동명동,신선식품,40대,1218764,40,30469,미참여,0.446,27
2025-04,광주 동구,동명동,신선식품,50대,1179693,34,34696,미참여,0.479,17
2025-04,광주 동구,동명동,신선식품,60대 이상,1134781,33,34387,미참여,0.433,15
2025-04,광주 동구,동명동,생활용품,20대,341430,13,26263,미참여,0.427,19
2025-04,광주 동구,동명동,생활용품,30대,711806,31,22961,미참여,0.387,24
2025-04,광주 동구,동명동,생활용품,40대,428997,18,23833,미참여,0.334,12
2025-04,광주 동구,동명동,생활용품,50대,576372,22,26198,미참여,0.433,25
2025-04,광주 동구,동명동,생활용품,60대 이상,712674,37,19261,미참여,0.285,25
2025-04,광주 동구,동명동,의류/잡화,20대,1005399,27,37237,미참여,0.387,34
2025-04,광주 동구,동명동,의류/잡화,30대,628491,21,29928,미참여,0.359,30
2025-04,광주 동구,동명동,의류/잡화,40대,792926,22,36042,미참여,0.366,24
2025-04,광주 동구,동명동,의류/잡화,50대,799841,21,38087,미참여,0.411,28
2025-04,광주 동구,동명동,의류/잡화,60대 이상,881994,24,36749,미참여,0.503,27
2025-04,광주 동구,동명동,미용/생활서비스,20대,609032,21,29001,미참여,0.157,18
2025-04,광주 동구,동명동,미용/생활서비스,30대,688063,23,29915,미참여,0.131,25
2025-04,광주 동구,동명동,미용/생활서비스,40대,538822,16,33676,미참여,0.357,23
2025-04,광주 동구,동명동,미용/생활서비스,50대,898544,29,30984,미참여,0.348,16
2025-04,광주 동구,동명동,미용/생활서비스,60대 이상,663237,25,26529,미참여,0.294,4
2025-04,광주 동구,동명동,교육/학원,20대,1170775,16,73173,미참여,0.407,20
2025-04,광주 동구,동명동,교육/학원,30대,1515287,19,79751,미참여,0.315,7
2025-04,광주 동구,동명동,교육/학원,40대,2113721,26,81296,미참여,0.486,8
2025-04,광주 동구,동명동,교육/학원,50대,1368030,17,80472,미참여,0.318,16
2025-04,광주 동구,동명동,교육/학원,60대 이상,1581366,17,93021,미참여,0.309,23
2025-04,광주 동구,동명동,병원/약국,20대,777324,32,24291,미참여,0.315,11
2025-04,광주 동구,동명동,병원/약국,30대,395782,19,20830,미참여,0.415,15
2025-04,광주 동구,동명동,병원/약국,40대,749184,25,29967,미참여,0.281,11
2025-04,광주 동구,동명동,병원/약국,50대,1203135,53,22700,미참여,0.299,24
2025-04,광주 동구,동명동,병원/약국,60대 이상,1400628,48,29179,미참여,0.513,11
2025-04,광주 동구,동명동,편의점/마트,20대,349448,29,12049,미참여,0.445,18
2025-04,광주 동구,동명동,편의점/마트,30대,482140,37,13030,미참여,0.534,26
2025-04,광주 동구,동명동,편의점/마트,40대,401836,30,13394,미참여,0.458,22
2025-04,광주 동구,동명동,편의점/마트,50대,412738,30,13757,미참여,0.291,23
2025-04,광주 동구,동명동,편의점/마트,60대 이상,505290,45,11228,미참여,0.506,15
2025-04,광주 동구,서남동,한식/분식,20대,367006,22,16682,미참여,0.347,16
2025-04,광주 동구,서남동,한식/분식,30대,618452,46,13444,미참여,0.31,40
2025-04,광주 동구,서남동,한식/분식,40대,805173,65,12387,미참여,0.417,32
2025-04,광주 동구,서남동,한식/분식,50대,801794,63,12726,미참여,0.358,34
2025-04,광주 동구,서남동,한식/분식,60대 이상,415474,31,13402,미참여,0.495,20
2025-04,광주 동구,서남동,카페/디저트,20대,285081,32,8908,미참여,0.388,21
2025-04,광주 동구,서남동,카페/디저트,30대,387761,51,7603,미참여,0.281,22
2025-04,광주 동구,서남동,카페/디저트,40대,257324,30,8577,미참여,0.359,35
2025-04,광주 동구,서남동,카페/디저트,50대,228472,23,9933,미참여,0.489,25
2025-04,광주 동구,서남동,카페/디저트,60대 이상,208872,29,7202,미참여,0.324,4
2025-04,광주 동구,서남동,신선식품,20대,684747,28,24455,미참여,0.595,20
2025-04,광주 동구,서남동,신선식품,30대,1281018,42,30500,미참여,0.426,16
2025-04,광주 동구,서남동,신선식품,40대,1270638,47,27034,미참여,0.483,22
2025-04,광주 동구,서남동,신선식품,50대,1478959,45,32865,미참여,0.377,11
2025-04,광주 동구,서남동,신선식품,60대 이상,1119892,36,31108,미참여,0.351,16
2025-04,광주 동구,서남동,생활용품,20대,835858,35,23881,미참여,0.321,16
2025-04,광주 동구,서남동,생활용품,30대,663852,25,26554,미참여,0.211,38
2025-04,광주 동구,서남동,생활용품,40대,399725,20,19986,미참여,0.335,4
2025-04,광주 동구,서남동,생활용품,50대,914829,37,24725,미참여,0.449,16
2025-04,광주 동구,서남동,생활용품,60대 이상,987622,51,19365,미참여,0.5,27
2025-04,광주 동구,서남동,의류/잡화,20대,1000321,24,41680,미참여,0.385,29
2025-04,광주 동구,서남동,의류/잡화,30대,786401,22,35745,미참여,0.382,38
2025-04,광주 동구,서남동,의류/잡화,40대,1322935,31,42675,미참여,0.351,14
2025-04,광주 동구,서남동,의류/잡화,50대,912055,26,35079,미참여,0.341,17
2025-04,광주 동구,서남동,의류/잡화,60대 이상,1102338,28,39369,미참여,0.405,9
2025-04,광주 동구,서남동,미용/생활서비스,20대,757385,23,32929,미참여,0.345,20
2025-04,광주 동구,서남동,미용/생활서비스,30대,514207,16,32137,미참여,0.279,15
2025-04,광주 동구,서남동,미용/생활서비스,40대,535376,20,26768,미참여,0.192,20
2025-04,광주 동구,서남동,미용/생활서비스,50대,678094,20,33904,미참여,0.414,26
2025-04,광주 동구,서남동,미용/생활서비스,60대 이상,676374,22,30744,미참여,0.349,1
2025-04,광주 동구,서남동,교육/학원,20대,1616698,19,85089,미참여,0.188,9
2025-04,광주 동구,서남동,교육/학원,30대,2590009,27,95926,미참여,0.377,22
2025-04,광주 동구,서남동,교육/학원,40대,2390446,26,91940,미참여,0.346,19
2025-04,광주 동구,서남동,교육/학원,50대,1244491,15,82966,미참여,0.322,22
2025-04,광주 동구,서남동,교육/학원,60대 이상,1059252,14,75660,미참여,0.29,27
2025-04,광주 동구,서남동,병원/약국,20대,710577,28,25377,미참여,0.445,7
2025-04,광주 동구,서남동,병원/약국,30대,308539,15,20569,미참여,0.543,28
2025-04,광주 동구,서남동,병원/약국,40대,788092,30,26269,미참여,0.353,10
2025-04,광주 동구,서남동,병원/약국,50대,957437,34,28159,미참여,0.28,22
2025-04,광주 동구,서남동,병원/약국,60대 이상,1349681,64,21088,미참여,0.577,15
2025-04,광주 동구,서남동,편의점/마트,20대,339468,33,10286,미참여,0.413,35
2025-04,광주 동구,서남동,편의점/마트,30대,433610,37,11719,미참여,0.533,14
2025-04,광주 동구,서남동,편의점/마트,40대,442747,35,12649,미참여,0.611,15
2025-04,광주 동구,서남동,편의점/마트,50대,390251,29,13456,미참여,0.381,23
2025-04,광주 동구,서남동,편의점/마트,60대 이상,301538,25,12061,미참여,0.432,19
2025-04,광주 동구,학동,한식/분식,20대,496732,39,12736,미참여,0.304,18
2025-04,광주 동구,학동,한식/분식,30대,355782,21,16942,미참여,0.449,24
2025-04,광주 동구,학동,한식/분식,40대,805506,52,15490,미참여,0.537,37
2025-04,광주 동구,학동,한식/분식,50대,638214,43,14842,미참여,0.364,18
2025-04,광주 동구,학동,한식/분식,60대 이상,393398,31,12690,미참여,0.361,28
2025-04,광주 동구,학동,카페/디저트,20대,546497,58,9422,미참여,0.451,23
2025-04,광주 동구,학동,카페/디저트,30대,211481,29,7292,미참여,0.379,17
2025-04,광주 동구,학동,카페/디저트,40대,240241,30,8008,미참여,0.324,19
2025-04,광주 동구,학동,카페/디저트,50대,142578,17,8386,미참여,0.456,13
2025-04,광주 동구,학동,카페/디저트,60대 이상,277628,38,7306,미참여,0.268,33
2025-04,광주 동구,학동,신선식품,20대,472398,18,26244,미참여,0.32,8
2025-04,광주 동구,학동,신선식품,30대,730690,24,30445,미참여,0.512,12
2025-04,광주 동구,학동,신선식품,40대,983042,37,26568,미참여,0.508,22
2025-04,광주 동구,학동,신선식품,50대,937572,31,30244,미참여,0.553,1
2025-04,광주 동구,학동,신선식품,60대 이상,1043683,36,28991,미참여,0.486,18
2025-04,광주 동구,학동,생활용품,20대,631789,23,27469,미참여,0.389,20
2025-04,광주 동구,학동,생활용품,30대,591832,29,20408,미참여,0.405,20
2025-04,광주 동구,학동,생활용품,40대,485396,23,21104,미참여,0.483,24
2025-04,광주 동구,학동,생활용품,50대,764068,29,26347,미참여,0.396,20
2025-04,광주 동구,학동,생활용품,60대 이상,593173,26,22814,미참여,0.31,24
2025-04,광주 동구,학동,의류/잡화,20대,1020167,25,40806,미참여,0.486,26
2025-04,광주 동구,학동,의류/잡화,30대,798542,19,42028,미참여,0.342,20
2025-04,광주 동구,학동,의류/잡화,40대,808329,25,32333,미참여,0.468,11
2025-04,광주 동구,학동,의류/잡화,50대,910067,29,31381,미참여,0.262,29
2025-04,광주 동구,학동,의류/잡화,60대 이상,616083,18,34226,미참여,0.415,19
2025-04,광주 동구,학동,미용/생활서비스,20대,616098,21,29338,미참여,0.457,9
2025-04,광주 동구,학동,미용/생활서비스,30대,463782,18,25765,미참여,0.323,16
2025-04,광주 동구,학동,미용/생활서비스,40대,873709,29,30127,미참여,0.217,21
2025-04,광주 동구,학동,미용/생활서비스,50대,863114,25,34524,미참여,0.258,25
2025-04,광주 동구,학동,미용/생활서비스,60대 이상,728454,20,36422,미참여,0.188,30
2025-04,광주 동구,학동,교육/학원,20대,1709899,18,94994,미참여,0.526,6
2025-04,광주 동구,학동,교육/학원,30대,2863167,33,86762,미참여,0.434,8
2025-04,광주 동구,학동,교육/학원,40대,1549037,20,77451,미참여,0.523,15
2025-04,광주 동구,학동,교육/학원,50대,1554288,18,86349,미참여,0.312,27
2025-04,광주 동구,학동,교육/학원,60대 이상,1688424,17,99319,미참여,0.355,12
2025-04,광주 동구,학동,병원/약국,20대,503915,20,25195,미참여,0.442,24
2025-04,광주 동구,학동,병원/약국,30대,804098,31,25938,미참여,0.515,7
2025-04,광주 동구,학동,병원/약국,40대,920179,44,20913,미참여,0.25,10
2025-04,광주 동구,학동,병원/약국,50대,1190871,42,28354,미참여,0.299,32
2025-04,광주 동구,학동,병원/약국,60대 이상,1574003,58,27137,미참여,0.526,28
2025-04,광주 동구,학동,편의점/마트,20대,297881,25,11915,미참여,0.449,18
2025-04,광주 동구,학동,편의점/마트,30대,337253,32,10539,미참여,0.516,9
2025-04,광주 동구,학동,편의점/마트,40대,338997,29,11689,미참여,0.365,14
2025-04,광주 동구,학동,편의점/마트,50대,419309,38,11034,미참여,0.608,17
2025-04,광주 동구,학동,편의점/마트,60대 이상,417986,37,11296,미참여,0.522,17
2025-05,수원시 팔달구,행궁동,한식/분식,20대,387304,28,13832,참여,0.632,16
2025-05,수원시 팔달구,행궁동,한식/분식,30대,779448,48,16238,미참여,0.306,16
2025-05,수원시 팔달구,행궁동,한식/분식,40대,1047472,58,18059,참여,0.343,21
2025-05,수원시 팔달구,행궁동,한식/분식,50대,975036,55,17727,미참여,0.287,24
2025-05,수원시 팔달구,행궁동,한식/분식,60대 이상,517538,41,12622,참여,0.554,35
2025-05,수원시 팔달구,행궁동,카페/디저트,20대,364210,38,9584,미참여,0.336,13
2025-05,수원시 팔달구,행궁동,카페/디저트,30대,381530,40,9538,미참여,0.237,20
2025-05,수원시 팔달구,행궁동,카페/디저트,40대,203757,21,9702,참여,0.316,28
2025-05,수원시 팔달구,행궁동,카페/디저트,50대,245894,27,9107,참여,0.373,18
2025-05,수원시 팔달구,행궁동,카페/디저트,60대 이상,331538,42,7893,참여,0.304,23
2025-05,수원시 팔달구,행궁동,신선식품,20대,1315046,43,30582,참여,0.288,20
2025-05,수원시 팔달구,행궁동,신선식품,30대,1750615,53,33030,참여,0.615,11
2025-05,수원시 팔달구,행궁동,신선식품,40대,1927205,65,29649,미참여,0.276,28
2025-05,수원시 팔달구,행궁동,신선식품,50대,1644134,54,30446,미참여,0.368,26
2025-05,수원시 팔달구,행궁동,신선식품,60대 이상,1266145,48,26378,미참여,0.318,24
2025-05,수원시 팔달구,행궁동,생활용품,20대,1299728,51,25484,미참여,0.429,21
2025-05,수원시 팔달구,행궁동,생활용품,30대,1075034,41,26220,참여,0.306,28
2025-05,수원시 팔달구,행궁동,생활용품,40대,1009470,46,21945,참여,0.463,22
2025-05,수원시 팔달구,행궁동,생활용품,50대,852603,39,21861,참여,0.413,29
2025-05,수원시 팔달구,행궁동,생활용품,60대 이상,1063190,51,20846,참여,0.38,17
2025-05,수원시 팔달구,행궁동,의류/잡화,20대,971194,24,40466,참여,0.299,25
2025-05,수원시 팔달구,행궁동,의류/잡화,30대,1261135,29,43487,참여,0.287,17
2025-05,수원시 팔달구,행궁동,의류/잡화,40대,1075118,25,43004,참여,0.268,8
2025-05,수원시 팔달구,행궁동,의류/잡화,50대,868687,24,36195,미참여,0.211,14
2025-05,수원시 팔달구,행궁동,의류/잡화,60대 이상,595706,20,29785,참여,0.332,11
2025-05,수원시 팔달구,행궁동,미용/생활서비스,20대,1006888,31,32480,미참여,0.433,14
2025-05,수원시 팔달구,행궁동,미용/생활서비스,30대,791335,24,32972,참여,0.363,23
2025-05,수원시 팔달구,행궁동,미용/생활서비스,40대,863010,30,28767,미참여,0.344,14
2025-05,수원시 팔달구,행궁동,미용/생활서비스,50대,755503,22,34341,참여,0.36,19
2025-05,수원시 팔달구,행궁동,미용/생활서비스,60대 이상,1053273,31,33976,참여,0.416,11
2025-05,수원시 팔달구,행궁동,교육/학원,20대,2282610,23,99243,미참여,0.321,22
2025-05,수원시 팔달구,행궁동,교육/학원,30대,2801407,27,103755,참여,0.297,18
2025-05,수원시 팔달구,행궁동,교육/학원,40대,1675440,19,88181,미참여,0.488,28
2025-05,수원시 팔달구,행궁동,교육/학원,50대,1102703,14,78764,참여,0.435,9
2025-05,수원시 팔달구,행궁동,교육/학원,60대 이상,1074599,12,89549,미참여,0.47,25
2025-05,수원시 팔달구,행궁동,병원/약국,20대,650868,27,24106,참여,0.252,18
2025-05,수원시 팔달구,행궁동,병원/약국,30대,755100,33,22881,미참여,0.249,17
2025-05,수원시 팔달구,행궁동,병원/약국,40대,541353,22,24606,미참여,0.509,28
2025-05,수원시 팔달구,행궁동,병원/약국,50대,944992,33,28636,참여,0.306,24
2025-05,수원시 팔달구,행궁동,병원/약국,60대 이상,1457238,49,29739,참여,0.364,13
2025-05,수원시 팔달구,행궁동,편의점/마트,20대,515682,42,12278,참여,0.428,12
2025-05,수원시 팔달구,행궁동,편의점/마트,30대,369252,33,11189,참여,0.476,10
2025-05,수원시 팔달구,행궁동,편의점/마트,40대,504941,34,14851,참여,0.518,12
2025-05,수원시 팔달구,행궁동,편의점/마트,50대,402001,27,14888,미참여,0.429,23
2025-05,수원시 팔달구,행궁동,편의점/마트,60대 이상,305841,25,12233,미참여,0.411,14
2025-05,수원시 팔달구,매산동,한식/분식,20대,992046,63,15746,미참여,0.358,50
2025-05,수원시 팔달구,매산동,한식/분식,30대,619832,48,12913,참여,0.559,26
2025-05,수원시 팔달구,매산동,한식/분식,40대,980854,68,14424,참여,0.358,29
2025-05,수원시 팔달구,매산동,한식/분식,50대,1292861,85,15210,미참여,0.383,30
2025-05,수원시 팔달구,매산동,한식/분식,60대 이상,659051,46,14327,참여,0.434,35
2025-05,수원시 팔달구,매산동,카페/디저트,20대,326291,45,7250,참여,0.338,1
2025-05,수원시 팔달구,매산동,카페/디저트,30대,462495,56,8258,미참여,0.392,25
2025-05,수원시 팔달구,매산동,카페/디저트,40대,273105,33,8275,참여,0.246,1
2025-05,수원시 팔달구,매산동,카페/디저트,50대,263912,32,8247,참여,0.401,24
2025-05,수원시 팔달구,매산동,카페/디저트,60대 이상,294519,29,10155,참여,0.242,8
2025-05,수원시 팔달구,매산동,신선식품,20대,441181,18,24510,참여,0.567,29
2025-05,수원시 팔달구,매산동,신선식품,30대,1039445,41,25352,참여,0.369,15
2025-05,수원시 팔달구,매산동,신선식품,40대,1696699,49,34626,미참여,0.42,27
2025-05,수원시 팔달구,매산동,신선식품,50대,1431271,47,30452,참여,0.415,21
2025-05,수원시 팔달구,매산동,신선식품,60대 이상,1154659,43,26852,참여,0.676,9
2025-05,수원시 팔달구,매산동,생활용품,20대,806178,31,26005,참여,0.386,20
2025-05,수원시 팔달구,매산동,생활용품,30대,1202572,44,27331,참여,0.319,28
2025-05,수원시 팔달구,매산동,생활용품,40대,1148306,45,25517,참여,0.434,22
2025-05,수원시 팔달구,매산동,생활용품,50대,918903,47,19551,미참여,0.33,13
2025-05,수원시 팔달구,매산동,생활용품,60대 이상,1736140,64,27127,참여,0.277,27
2025-05,수원시 팔달구,매산동,의류/잡화,20대,1308653,38,34438,참여,0.302,17
2025-05,수원시 팔달구,매산동,의류/잡화,30대,889714,22,40441,미참여,0.264,13
2025-05,수원시 팔달구,매산동,의류/잡화,40대,879853,26,33840,미참여,0.237,18
2025-05,수원시 팔달구,매산동,의류/잡화,50대,980816,28,35029,참여,0.497,16
2025-05,수원시 팔달구,매산동,의류/잡화,60대 이상,1005832,26,38685,참여,0.269,19
2025-05,수원시 팔달구,매산동,미용/생활서비스,20대,1050644,29,36229,참여,0.397,13
2025-05,수원시 팔달구,매산동,미용/생활서비스,30대,871886,31,28125,미참여,0.211,24
2025-05,수원시 팔달구,매산동,미용/생활서비스,40대,1214359,36,33732,참여,0.439,18
2025-05,수원시 팔달구,매산동,미용/생활서비스,50대,1030741,33,31234,미참여,0.539,5
2025-05,수원시 팔달구,매산동,미용/생활서비스,60대 이상,591165,19,31113,참여,0.353,25
2025-05,수원시 팔달구,매산동,교육/학원,20대,2491340,27,92271,미참여,0.359,25
2025-05,수원시 팔달구,매산동,교육/학원,30대,1864004,19,98105,참여,0.299,22
2025-05,수원시 팔달구,매산동,교육/학원,40대,1693681,23,73638,미참여,0.332,23
2025-05,수원시 팔달구,매산동,교육/학원,50대,2124350,26,81705,참여,0.398,17
2025-05,수원시 팔달구,매산동,교육/학원,60대 이상,2139671,21,101889,참여,0.419,31
2025-05,수원시 팔달구,매산동,병원/약국,20대,410900,14,29350,참여,0.441,7
2025-05,수원시 팔달구,매산동,병원/약국,30대,1140869,39,29253,참여,0.328,24
2025-05,수원시 팔달구,매산동,병원/약국,40대,750979,33,22756,참여,0.352,7
2025-05,수원시 팔달구,매산동,병원/약국,50대,1404423,49,28661,미참여,0.406,26
2025-05,수원시 팔달구,매산동,병원/약국,60대 이상,1565955,57,27472,참여,0.568,17
2025-05,수원시 팔달구,매산동,편의점/마트,20대,706683,48,14722,미참여,0.362,10
2025-05,수원시 팔달구,매산동,편의점/마트,30대,406878,39,10432,참여,0.537,30
2025-05,수원시 팔달구,매산동,편의점/마트,40대,310063,26,11925,참여,0.449,13
2025-05,수원시 팔달구,매산동,편의점/마트,50대,659023,48,13729,참여,0.367,11
2025-05,수원시 팔달구,매산동,편의점/마트,60대 이상,595715,44,13538,미참여,0.329,9
2025-05,수원시 팔달구,고등동,한식/분식,20대,1398157,79,17698,참여,0.417,41
2025-05,수원시 팔달구,고등동,한식/분식,30대,978568,71,13782,미참여,0.349,10
2025-05,수원시 팔달구,고등동,한식/분식,40대,635850,36,17662,미참여,0.466,19
2025-05,수원시 팔달구,고등동,한식/분식,50대,1296507,80,16206,참여,0.324,22
2025-05,수원시 팔달구,고등동,한식/분식,60대 이상,1008330,60,16805,참여,0.45,11
2025-05,수원시 팔달구,고등동,카페/디저트,20대,408284,45,9072,참여,0.294,11
2025-05,수원시 팔달구,고등동,카페/디저트,30대,266924,33,8088,미참여,0.213,18
2025-05,수원시 팔달구,고등동,카페/디저트,40대,191606,24,7983,미참여,0.277,13
2025-05,수원시 팔달구,고등동,카페/디저트,50대,297243,32,9288,참여,0.383,21
2025-05,수원시 팔달구,고등동,카페/디저트,60대 이상,262030,30,8734,참여,0.222,35
2025-05,수원시 팔달구,고등동,신선식품,20대,1663889,50,33277,참여,0.321,1
2025-05,수원시 팔달구,고등동,신선식품,30대,1113410,36,30928,참여,0.516,7
2025-05,수원시 팔달구,고등동,신선식품,40대,716199,27,26525,참여,0.497,10
2025-05,수원시 팔달구,고등동,신선식품,50대,1116056,41,27220,미참여,0.382,18
2025-05,수원시 팔달구,고등동,신선식품,60대 이상,1380148,53,26040,참여,0.631,17
2025-05,수원시 팔달구,고등동,생활용품,20대,809810,42,19281,참여,0.375,39
2025-05,수원시 팔달구,고등동,생활용품,30대,852431,35,24355,참여,0.47,18
