month,region,district,gender,age_group,industry,transaction_count,payment_amount,source_date,avg_ticket,source
2025-11,수원시 권선구,금곡동,여,60대 이상,서적/문구/학습자재,15,538238,2026-01-20,35883,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,신변잡화,7,36543,2026-01-20,5220,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,약국,148,433670,2026-01-20,2930,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,용역서비스,29,289073,2026-01-20,9968,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,음료/식품,453,1735418,2026-01-20,3831,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,의류,25,288424,2026-01-20,11537,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,의원,146,929773,2026-01-20,6368,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,일반/휴게 음식,1155,5373270,2026-01-20,4652,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,일반유통,530,1797241,2026-01-20,3391,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,자동차 정비/유지,2,4599,2026-01-20,2300,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,직물/침구류,3,55546,2026-01-20,18515,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,학원,25,965689,2026-01-20,38628,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,회원정보미상,13,229300,2026-01-20,17638,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,회원정보미상,13,229300,2026-01-20,17638,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,미용/위생,1,13000,2026-01-20,13000,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,약국,1,23000,2026-01-20,23000,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,음료/식품,3,95700,2026-01-20,31900,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,일반/휴게 음식,6,83300,2026-01-20,13883,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,금곡동,여,60대 이상,일반유통,2,14300,2026-01-20,7150,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,10대,기타의료,3,5271,2026-01-20,1757,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,10대,레저/스포츠 서비스,7,12694,2026-01-20,1813,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,10대,문화/취미,2,15305,2026-01-20,7652,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,10대,미용/위생,11,49891,2026-01-20,4536,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,10대,서적/문구/학습자재,1,1600,2026-01-20,1600,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,10대,신변잡화,2,8891,2026-01-20,4446,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,10대,약국,6,10825,2026-01-20,1804,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,10대,음료/식품,22,59945,2026-01-20,2725,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,10대,의원,3,81850,2026-01-20,27283,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,10대,일반/휴게 음식,115,368321,2026-01-20,3203,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,10대,일반유통,63,86291,2026-01-20,1370,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,10대,학원,39,973452,2026-01-20,24960,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,가구,1,46470,2026-01-20,46470,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,기타의료,9,157732,2026-01-20,17526,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,레저/스포츠 서비스,53,373841,2026-01-20,7054,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,문화/취미,5,137212,2026-01-20,27442,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,미용/위생,56,1228106,2026-01-20,21930,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,서적/문구/학습자재,5,8500,2026-01-20,1700,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,신변잡화,3,21446,2026-01-20,7149,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,약국,8,36490,2026-01-20,4561,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,용역서비스,11,214699,2026-01-20,19518,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,음료/식품,152,1132907,2026-01-20,7453,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,의류,1,35000,2026-01-20,35000,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,의원,12,119958,2026-01-20,9996,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,일반/휴게 음식,497,3913164,2026-01-20,7874,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,일반유통,274,1853927,2026-01-20,6766,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,자동차 정비/유지,3,13597,2026-01-20,4532,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,20대,학원,13,623692,2026-01-20,47976,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,건축자재,1,33729,2026-01-20,33729,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,기타의료,11,62494,2026-01-20,5681,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,레저/스포츠 서비스,112,904309,2026-01-20,8074,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,문화/취미,25,37837,2026-01-20,1513,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,미용/위생,112,906484,2026-01-20,8094,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,서적/문구/학습자재,26,25105,2026-01-20,966,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,숙박업,6,94961,2026-01-20,15827,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,약국,134,296899,2026-01-20,2216,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,용역서비스,15,85996,2026-01-20,5733,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,음료/식품,302,1335270,2026-01-20,4421,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,의류,3,21308,2026-01-20,7103,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,의원,83,799887,2026-01-20,9637,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,일반/휴게 음식,1263,4962731,2026-01-20,3929,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,일반유통,943,3018426,2026-01-20,3201,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,자동차 정비/유지,16,55399,2026-01-20,3462,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,30대,학원,90,3016255,2026-01-20,33514,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,건축자재,2,5694,2026-01-20,2847,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,기타의료,23,186922,2026-01-20,8127,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,레저/스포츠 서비스,77,305360,2026-01-20,3966,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,문화/취미,11,82615,2026-01-20,7510,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,미용/위생,234,1633909,2026-01-20,6983,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,서적/문구/학습자재,64,77989,2026-01-20,1219,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,신변잡화,13,69504,2026-01-20,5346,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,약국,254,562892,2026-01-20,2216,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,용역서비스,47,387981,2026-01-20,8255,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,음료/식품,666,2480146,2026-01-20,3724,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,의류,1,3427,2026-01-20,3427,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,의원,193,1394535,2026-01-20,7226,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,일반/휴게 음식,2140,9102300,2026-01-20,4253,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,일반유통,1482,4205297,2026-01-20,2838,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,자동차 정비/유지,19,58882,2026-01-20,3099,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,직물/침구류,1,5455,2026-01-20,5455,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,40대,학원,679,22065867,2026-01-20,32498,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,건축자재,3,2590,2026-01-20,863,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,기타의료,16,104447,2026-01-20,6528,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,레저/스포츠 서비스,58,259541,2026-01-20,4475,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,문화/취미,6,27465,2026-01-20,4578,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,미용/위생,156,1033425,2026-01-20,6625,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,서적/문구/학습자재,16,46841,2026-01-20,2928,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,신변잡화,10,84186,2026-01-20,8419,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,약국,92,222151,2026-01-20,2415,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,용역서비스,37,287652,2026-01-20,7774,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,음료/식품,398,1453668,2026-01-20,3652,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,의류,3,13418,2026-01-20,4473,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,의원,75,946432,2026-01-20,12619,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,일반/휴게 음식,1379,5975333,2026-01-20,4333,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,일반유통,772,2207234,2026-01-20,2859,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,자동차 정비/유지,15,148597,2026-01-20,9906,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,50대,학원,271,9455158,2026-01-20,34890,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,건축자재,11,37416,2026-01-20,3401,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,기타의료,29,181949,2026-01-20,6274,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,레저/스포츠 서비스,43,149770,2026-01-20,3483,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,미용/위생,48,276617,2026-01-20,5763,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,서적/문구/학습자재,2,18499,2026-01-20,9250,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,신변잡화,6,5893,2026-01-20,982,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,약국,54,185499,2026-01-20,3435,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,용역서비스,16,71482,2026-01-20,4468,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,음료/식품,377,1722543,2026-01-20,4569,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,의류,2,10082,2026-01-20,5041,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,의원,55,431943,2026-01-20,7854,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,일반/휴게 음식,603,2728675,2026-01-20,4525,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,일반유통,421,1025019,2026-01-20,2435,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,자동차 정비/유지,4,64104,2026-01-20,16026,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,직물/침구류,1,23946,2026-01-20,23946,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,남,60대 이상,학원,14,737287,2026-01-20,52663,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,10대,기타의료,2,140541,2026-01-20,70270,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,10대,문화/취미,2,3345,2026-01-20,1672,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,10대,미용/위생,10,150476,2026-01-20,15048,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,10대,서적/문구/학습자재,1,109,2026-01-20,109,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,10대,신변잡화,1,6500,2026-01-20,6500,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,10대,약국,4,14943,2026-01-20,3736,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,10대,용역서비스,2,981,2026-01-20,490,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,10대,음료/식품,29,69781,2026-01-20,2406,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,10대,의원,6,16653,2026-01-20,2776,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,10대,일반/휴게 음식,118,417879,2026-01-20,3541,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,10대,일반유통,57,69997,2026-01-20,1228,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,10대,학원,38,1180465,2026-01-20,31065,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,20대,기타의료,9,399022,2026-01-20,44336,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,20대,레저/스포츠 서비스,13,233164,2026-01-20,17936,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,20대,문화/취미,5,187434,2026-01-20,37487,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,20대,미용/위생,45,1393137,2026-01-20,30959,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,20대,서적/문구/학습자재,11,21830,2026-01-20,1985,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,20대,신변잡화,2,22505,2026-01-20,11252,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,20대,약국,27,175874,2026-01-20,6514,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,20대,용역서비스,7,75180,2026-01-20,10740,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,20대,음료/식품,151,706690,2026-01-20,4680,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,20대,의원,20,134853,2026-01-20,6743,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,20대,일반/휴게 음식,606,4774189,2026-01-20,7878,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,20대,일반유통,209,746470,2026-01-20,3572,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,20대,자동차 정비/유지,4,163472,2026-01-20,40868,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,20대,학원,34,2013193,2026-01-20,59212,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,건축자재,2,66544,2026-01-20,33272,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,기타의료,42,284289,2026-01-20,6769,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,레저/스포츠 서비스,60,732970,2026-01-20,12216,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,문화/취미,16,386745,2026-01-20,24172,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,미용/위생,141,1943673,2026-01-20,13785,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,서적/문구/학습자재,54,44349,2026-01-20,821,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,신변잡화,7,39886,2026-01-20,5698,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,약국,315,602258,2026-01-20,1912,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,용역서비스,32,201992,2026-01-20,6312,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,음료/식품,580,1586707,2026-01-20,2736,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,의류,2,9339,2026-01-20,4670,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,의원,157,1146607,2026-01-20,7303,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,일반/휴게 음식,1893,6991651,2026-01-20,3693,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,일반유통,1157,3045000,2026-01-20,2632,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,자동차 정비/유지,7,101197,2026-01-20,14457,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,30대,학원,157,4758240,2026-01-20,30307,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,건축자재,3,33303,2026-01-20,11101,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,기타의료,51,421872,2026-01-20,8272,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,레저/스포츠 서비스,42,326902,2026-01-20,7783,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,문화/취미,11,92041,2026-01-20,8367,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,미용/위생,252,1854216,2026-01-20,7358,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,서적/문구/학습자재,160,182370,2026-01-20,1140,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,신변잡화,28,193228,2026-01-20,6901,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,약국,376,772265,2026-01-20,2054,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,용역서비스,64,498800,2026-01-20,7794,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,음료/식품,1250,3558812,2026-01-20,2847,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,의류,12,46747,2026-01-20,3896,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,의원,237,1830606,2026-01-20,7724,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,일반/휴게 음식,3322,11376085,2026-01-20,3424,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,일반유통,1578,4292000,2026-01-20,2720,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,자동차 정비/유지,4,23405,2026-01-20,5851,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,전자상거래,1,8000,2026-01-20,8000,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,40대,학원,862,27209748,2026-01-20,31566,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,50대,건축자재,2,2236,2026-01-20,1118,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,50대,기타의료,58,633030,2026-01-20,10914,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,50대,레저/스포츠 서비스,27,150567,2026-01-20,5577,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,50대,문화/취미,7,82107,2026-01-20,11730,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,50대,미용/위생,172,1802860,2026-01-20,10482,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,50대,사무/통신,2,1514,2026-01-20,757,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,50대,서적/문구/학습자재,12,8990,2026-01-20,749,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,50대,신변잡화,10,62723,2026-01-20,6272,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,50대,약국,171,483550,2026-01-20,2828,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 영통구,망포1동,여,50대,용역서비스,50,155227,2026-01-20,3105,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
