month,region,district,industry,age_group,payment_amount,transaction_count,avg_ticket,event_participation,revisit_rate,merchant_count,gender,source_date,source
2025-11,수원시 권선구,구운동,음료/식품,30대,1438953,241,5971,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,의류,30대,422643,5,84529,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,의원,30대,330609,24,13775,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,일반/휴게 음식,30대,5313921,799,6651,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,일반유통,30대,966104,397,2434,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,자동차 정비/유지,30대,90148,8,11268,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,전자제품,30대,5794,3,1931,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,학원,30대,683492,20,34175,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,기타의료,40대,29928,18,1663,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,레저/문화 용품,40대,416073,26,16003,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,레저/스포츠 서비스,40대,307939,18,17108,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,문화/취미,40대,95172,11,8652,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,미용/위생,40대,486376,39,12471,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,서적/문구/학습자재,40대,50162,20,2508,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,숙박업,40대,167,1,167,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,약국,40대,296874,87,3412,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,용역서비스,40대,12595,7,1799,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,음료/식품,40대,2125341,397,5354,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,의류,40대,216648,6,36108,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,의원,40대,666922,53,12583,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,일반/휴게 음식,40대,7716733,1274,6057,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,일반유통,40대,1328213,470,2826,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,자동차 정비/유지,40대,245898,8,30737,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,주방용품,40대,3275,2,1638,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,학원,40대,1743997,59,29559,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,가구,50대,192005,3,64002,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,기타유통,50대,10768,5,2154,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,기타의료,50대,381997,51,7490,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,레저/문화 용품,50대,339598,25,13584,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,레저/스포츠 서비스,50대,361137,38,9504,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,문화/취미,50대,67477,17,3969,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,미용/위생,50대,648692,59,10995,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,서적/문구/학습자재,50대,30590,25,1224,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,숙박업,50대,23160,3,7720,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,약국,50대,122377,61,2006,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,용역서비스,50대,258602,33,7836,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,음료/식품,50대,3542572,628,5641,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,의류,50대,1040414,18,57801,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,의원,50대,397234,78,5093,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,일반/휴게 음식,50대,9556762,1585,6030,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,일반유통,50대,1427860,594,2404,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,자동차 정비/유지,50대,246478,9,27386,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,전자제품,50대,38152,2,19076,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,주방용품,50대,21087,3,7029,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,직물/침구류,50대,945,1,945,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,학원,50대,232533,8,29067,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,가구,60대 이상,17000,1,17000,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,건축자재,60대 이상,14167,3,4722,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,기타유통,60대 이상,81586,14,5828,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,기타의료,60대 이상,40881,30,1363,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,레저/문화 용품,60대 이상,987485,40,24687,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,레저/스포츠 서비스,60대 이상,623910,22,28360,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,문화/취미,60대 이상,24941,6,4157,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,미용/위생,60대 이상,346076,46,7523,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,서적/문구/학습자재,60대 이상,1983,3,661,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,신변잡화,60대 이상,20076,4,5019,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,약국,60대 이상,99420,61,1630,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,용역서비스,60대 이상,119515,12,9960,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,음료/식품,60대 이상,2945678,701,4202,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,의류,60대 이상,390907,14,27922,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,의원,60대 이상,350748,62,5657,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,일반/휴게 음식,60대 이상,5580168,1041,5360,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,일반유통,60대 이상,767888,325,2363,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,자동차 정비/유지,60대 이상,68271,4,17068,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,주방용품,60대 이상,15768,3,5256,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,회원정보미상,60대 이상,404070,26,15541,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,회원정보미상,60대 이상,404070,26,15541,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,음료/식품,60대 이상,179820,5,35964,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,의류,60대 이상,100000,1,100000,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,일반/휴게 음식,60대 이상,66850,3,22283,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,구운동,일반유통,60대 이상,57400,17,3376,미확인,0.35,1,여,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,기타의료,10대,6865,1,6865,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,레저/스포츠 서비스,10대,38625,6,6438,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,문화/취미,10대,58024,2,29012,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,미분류,10대,21228,7,3033,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,미용/위생,10대,1734,1,1734,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,서적/문구/학습자재,10대,18731,3,6244,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,약국,10대,2474,3,825,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,음료/식품,10대,51853,8,6482,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,의원,10대,26116,4,6529,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,일반/휴게 음식,10대,136963,19,7209,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,일반유통,10대,49058,12,4088,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,전자제품,10대,10000,1,10000,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,학원,10대,292665,7,41809,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,가구,20대,370950,13,28535,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,건축자재,20대,8063,1,8063,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,기타의료,20대,38877,1,38877,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,레저/문화 용품,20대,217478,5,43496,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,레저/스포츠 서비스,20대,294072,28,10503,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,문화/취미,20대,305211,6,50868,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,미분류,20대,511762,27,18954,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,미용/위생,20대,1242767,39,31866,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,서적/문구/학습자재,20대,7038,10,704,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,숙박업,20대,24173,3,8058,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,약국,20대,56491,22,2568,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,용역서비스,20대,15795,12,1316,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,음료/식품,20대,4302375,235,18308,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,의류,20대,85315,6,14219,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,의원,20대,327945,9,36438,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,일반/휴게 음식,20대,5903330,495,11926,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,일반유통,20대,1340094,324,4136,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,자동차 정비/유지,20대,180000,1,180000,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,자동차판매,20대,279667,3,93222,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,전자제품,20대,32442,17,1908,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,주유/충전소,20대,22221,4,5555,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,학원,20대,266211,6,44368,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,가구,30대,1371934,37,37079,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,건축자재,30대,125455,2,62728,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,기타의료,30대,305042,15,20336,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,레저/문화 용품,30대,447443,13,34419,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,레저/스포츠 서비스,30대,525431,45,11676,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,문화/취미,30대,135410,22,6155,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,미분류,30대,318029,39,8155,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,미용/위생,30대,645014,89,7247,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,서적/문구/학습자재,30대,2751,4,688,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,신변잡화,30대,10935,1,10935,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,약국,30대,109547,39,2809,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,용역서비스,30대,388138,71,5467,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,음료/식품,30대,7580019,867,8743,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,의류,30대,368384,10,36838,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,의원,30대,1308142,40,32704,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,일반/휴게 음식,30대,7578794,1690,4484,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,일반유통,30대,2008482,1040,1931,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,자동차 정비/유지,30대,814101,16,50881,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,전자상거래,30대,120486,3,40162,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,전자제품,30대,10289,14,735,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,주유/충전소,30대,274966,35,7856,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,학원,30대,365552,10,36555,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,가구,40대,1334678,31,43054,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,건축자재,40대,46877,5,9375,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,기타의료,40대,140285,11,12753,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,레저/문화 용품,40대,25121,4,6280,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,레저/스포츠 서비스,40대,756521,114,6636,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,문화/취미,40대,370850,27,13735,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,미분류,40대,328073,43,7630,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,미용/위생,40대,617952,89,6943,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,서적/문구/학습자재,40대,72386,8,9048,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,숙박업,40대,2731,2,1366,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,신변잡화,40대,13936,3,4645,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,약국,40대,230419,77,2992,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,용역서비스,40대,329853,39,8458,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,음료/식품,40대,8287518,1057,7841,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,의류,40대,101742,12,8478,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,의원,40대,391484,54,7250,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,일반/휴게 음식,40대,7822243,1582,4945,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,일반유통,40대,1471902,725,2030,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,자동차 정비/유지,40대,1087990,15,72533,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,전자상거래,40대,93941,2,46970,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,전자제품,40대,2000,1,2000,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,주방용품,40대,1167,1,1167,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,주유/충전소,40대,281811,28,10065,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,학원,40대,3155786,87,36273,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,가구,50대,600010,12,50001,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,건축자재,50대,5602,3,1867,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,기타유통,50대,12820,4,3205,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,기타의료,50대,78429,4,19607,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,레저/문화 용품,50대,33427,2,16714,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,레저/스포츠 서비스,50대,461541,80,5769,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,문화/취미,50대,113165,13,8705,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,미분류,50대,928338,130,7141,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
2025-11,수원시 권선구,권선1동,미용/위생,50대,819550,79,10374,미확인,0.35,1,남,2026-01-20,공공데이터포털_경기도 수원시_지역화폐 결제 정보_20260120
